,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
266,Severnyy,0,RU,1505260800,60,50.68,36.55,68.0,15.66
267,Los Andes,75,CL,1505261640,71,-32.83,-70.6,51.8,10.29
268,Qiryat Gat,0,IL,1505262000,83,31.61,34.76,75.2,4.7
269,Trinidad,0,CU,1505260740,94,21.8,-79.98,78.8,4.16
270,Western Province,0,ZM,1505263790,41,-15.0,24.0,64.62,7.96
271,Kuala Selangor,75,MY,1505260800,88,3.35,101.25,78.8,4.7
272,Berlevag,92,NO,1505263791,99,70.86,29.09,46.53,10.42
273,Tazovskiy,80,RU,1505263791,89,67.47,78.7,31.68,3.15
274,Taldan,8,RU,1505263791,73,53.67,124.8,53.55,4.38
275,?illat ‘Abd a? ??li?,5,BH,1505262600,75,26.22,50.52,93.2,4.7
276,Maniitsoq,92,GL,1505263791,95,65.42,-52.9,38.16,7.63
277,Taltal,36,CL,1505263791,87,-25.4,-70.48,47.52,3.94
278,Jacqueville,75,CI,1505260800,94,5.21,-4.41,77.0,4.7
279,Springbok,36,ZA,1505263792,54,-29.66,17.89,48.87,3.49
280,Bol’shoy Lug,0,RU,1505260800,93,52.07,104.08,46.4,4.47
281,Banda Aceh,68,ID,1505263792,100,5.56,95.32,74.07,1.81
282,Saint George,1,US,1505260560,13,37.1,-113.58,96.8,13.87
283,Rach Gia,44,VN,1505263508,93,10.02,105.08,81.81,8.63
284,Palmer,20,US,1505260680,87,42.16,-72.33,75.2,3.36
285,Mandalgovi,36,MN,1505263792,54,45.76,106.27,50.4,6.73
286,Jinan,24,CN,1505263793,82,36.67,117.0,69.84,3.83
287,Carmelo,0,UY,1505260800,67,-33.99,-58.29,59.0,9.17
288,Vestmannaeyjar,80,IS,1505263793,100,63.44,-20.27,47.43,9.08
289,Saaremaa,92,EE,1505260200,93,58.25,22.47,59.0,6.93
290,Codrington,92,AU,1505263793,100,-38.27,141.97,51.03,20.6
291,Gornopravdinsk,92,RU,1505263794,75,60.05,69.9,42.75,8.97
292,Ilhabela,64,BR,1505263794,100,-23.78,-45.36,67.68,5.95
293,Fallon,75,US,1505260560,18,39.47,-118.78,87.8,8.05
294,Demmin,0,DE,1505262000,93,53.91,13.03,50.0,9.17
295,Abu Dhabi,0,AE,1505260800,84,24.47,54.37,87.8,4.7
296,Lagoa,0,PT,1505263798,100,39.05,-27.98,72.45,11.99
297,Richards Bay,0,ZA,1505263798,38,-28.78,32.04,78.03,11.65
298,Novopokrovka,0,UA,1505262600,56,49.84,36.55,69.8,11.18
299,Rakaia,24,NZ,1505260800,71,-43.75,172.02,55.4,18.34
300,Almaznyy,56,RU,1505263798,56,48.04,40.05,68.94,11.77
301,Taunggyi,24,MM,1505263798,96,20.78,97.03,62.82,2.26
302,La Union,12,PE,1505263799,79,-5.4,-80.75,67.77,16.69
303,Santiago del Estero,0,AR,1505263799,57,-27.8,-64.26,57.33,8.75
304,Ampanihy,0,MG,1505263799,82,-24.7,44.75,55.8,2.71
305,Zaria,48,NG,1505263799,94,11.11,7.72,69.48,8.75
306,Havre-Saint-Pierre,75,CA,1505260800,93,50.23,-63.6,48.2,2.24
307,Saint-Denis,0,RE,1505260800,59,-20.87,55.47,66.2,8.05
308,Dikson,80,RU,1505263800,100,73.51,80.55,38.97,25.19
309,Kieta,88,PG,1505263800,100,-6.22,155.63,78.3,3.49
310,Willowmore,88,ZA,1505263800,16,-33.29,23.49,81.72,16.46
311,Leningradskiy,88,RU,1505263800,100,69.38,178.42,36.36,14.79
312,Staryy Nadym,76,RU,1505263801,89,65.61,72.68,36.54,9.86
313,Matara,92,LK,1505263801,100,5.95,80.54,73.35,6.85
314,Nishihara,90,JP,1505262600,74,26.18,127.76,86.0,20.8
315,Leirvik,92,NO,1505262000,82,59.78,5.5,55.4,12.75
316,Kavaratti,24,IN,1505263801,100,10.57,72.64,81.27,0.69
317,Touros,32,BR,1505263802,81,-5.2,-35.46,77.4,16.24
318,Okhotsk,0,RU,1505263802,100,59.38,143.3,50.04,4.16
319,Shorapani,0,GE,1505262600,54,42.09,43.09,78.8,18.34
320,Buriti Alegre,0,BR,1505263803,33,-18.14,-49.04,75.15,9.98
321,Klaksvik,12,FO,1505262000,93,62.23,-6.59,50.0,5.82
322,Port Said,0,EG,1505263803,87,31.26,32.28,77.58,6.17
323,Dolbeau-Mistassini,20,CA,1505260800,63,48.88,-72.21,64.4,6.93
324,Maloy,92,NO,1505262000,93,61.94,5.11,51.8,9.17
325,Atherton,75,GB,1505262000,87,53.52,-2.49,59.0,8.05
326,Harper,92,LR,1505263804,100,4.38,-7.72,73.53,7.18
327,Vestmanna,36,FO,1505262000,93,62.16,-7.17,50.0,5.82
328,Grand Gaube,75,MU,1505260800,78,-20.01,57.66,71.6,9.17
329,Cidreira,92,BR,1505263805,100,-30.18,-50.21,62.01,10.76
330,Pyt-Yakh,88,RU,1505263805,71,60.75,72.86,38.25,6.73
331,Ólafsvík,24,IS,1505263805,100,64.89,-23.71,49.05,19.48
332,Belyy,32,RU,1505263805,84,55.84,32.94,62.37,10.09
333,Mareeba,40,AU,1505260800,54,-17.0,145.43,80.6,12.75
334,Kimbe,8,PG,1505263806,94,-5.55,150.14,84.6,6.96
335,Aswan,0,EG,1505263806,33,24.09,32.91,81.27,2.48
336,Moroni,0,KM,1505263806,100,-11.7,43.26,76.05,8.75
337,Ayan,64,RU,1505263806,100,56.45,138.17,52.38,3.38
338,Colquechaca,56,BO,1505263806,80,-18.67,-66.02,47.43,1.59
339,El Alto,32,PE,1505263807,69,-4.27,-81.21,76.5,8.3
340,Axim,92,GH,1505263807,100,4.87,-2.24,74.34,7.52
341,Mayumba,88,GA,1505263807,100,-3.43,10.66,73.53,7.4
342,Lebu,0,CL,1505263807,100,-37.62,-73.65,50.85,19.26
343,Breda,90,NL,1505262300,76,51.59,4.78,59.0,18.34
344,Grande Riviere Sud Est,75,MU,1505260800,78,-20.29,57.78,71.6,9.17
345,Bhinga,56,IN,1505263811,95,27.72,81.93,73.62,5.84
346,Bambanglipuro,24,ID,1505263811,83,-7.95,110.28,71.55,2.37
347,At-Bashi,0,KG,1505263811,83,41.17,75.81,30.24,2.15
348,Adrar,0,DZ,1505260800,10,27.87,-0.29,91.4,11.41
349,Nueva Loja,88,EC,1505263811,90,0.08,-76.88,74.07,2.26
350,Kabugao,80,PH,1505263811,96,18.02,121.18,74.7,5.39
351,Villa Bruzual,48,VE,1505263812,89,9.33,-69.12,76.68,3.27
352,Gambela,80,ET,1505263812,91,8.25,34.58,63.0,2.93
353,Rio Gallegos,0,AR,1505260800,69,-51.62,-69.22,37.4,10.29
354,Coquimbo,90,CL,1505260800,71,-29.95,-71.34,53.6,4.7
355,Luganville,92,VU,1505263812,100,-15.53,167.17,77.13,17.13
356,Daru,92,PG,1505263812,100,-9.08,143.21,77.85,15.23
357,Mabaruma,0,GY,1505263812,79,8.2,-59.78,83.88,8.86
358,Akaa,75,FI,1505262000,93,61.17,23.87,53.6,5.82
359,Mingguang,0,CN,1505263813,97,32.78,117.96,72.63,9.64
360,Talnakh,76,RU,1505263813,93,69.49,88.4,41.67,11.1
361,Blejoiu,0,RO,1505262600,82,45.0,26.02,66.2,9.17
362,Chokurdakh,64,RU,1505263813,85,70.63,147.92,34.74,12.66
363,Tuapse,0,RU,1505263814,83,44.11,39.07,62.1,1.36
364,Opuwo,0,NA,1505263814,82,-18.06,13.84,51.57,3.15
365,Olho d’Agua,0,BR,1505263814,67,-2.88,-39.95,80.28,16.24
366,Gallup,1,US,1505260380,21,35.53,-108.74,82.4,6.93
367,Aksarka,24,RU,1505263815,96,66.56,67.8,32.76,9.42
368,Los Llanos de Aridane,36,ES,1505262600,73,28.66,-17.92,71.6,8.05
369,Tocopilla,48,CL,1505263815,100,-22.09,-70.2,53.46,7.63
370,Bria,92,CF,1505263816,96,6.54,21.99,68.22,5.95
371,Kruisfontein,92,ZA,1505263816,96,-34.0,24.73,61.47,11.65
372,Fastiv,0,UA,1505262600,88,50.08,29.92,64.4,11.18
373,Esmeraldas,0,BR,1505260800,52,-19.76,-44.31,69.8,10.29
374,Qasigiannguit,56,GL,1505260200,43,68.82,-51.19,35.6,3.36
375,Kavieng,92,PG,1505263816,100,-2.57,150.8,76.32,9.42
376,Atar,0,MR,1505263816,40,20.52,-13.05,79.65,4.5
377,Kemijaervi,92,FI,1505263817,100,66.67,27.42,47.34,5.73
378,Bonito,24,BR,1505263817,78,-21.12,-56.48,77.58,2.59
379,San Juan Guichicovi,8,MX,1505263817,61,16.97,-95.1,78.21,5.61
380,La Union,12,PE,1505263799,79,-5.4,-80.75,67.77,16.69
381,San Juan,12,AR,1505263817,61,-31.54,-68.54,49.05,2.93
382,Tatsuno,40,JP,1505260800,69,34.87,134.55,77.0,6.93
383,Dingle,92,PH,1505263817,98,11.0,122.67,76.77,10.54
384,Saeby,76,DK,1505263818,100,57.33,10.52,58.86,20.83
385,Savantvadi,92,IN,1505263818,100,15.9,73.82,72.27,2.59
386,Arman,0,RU,1505260800,49,59.7,150.17,48.2,6.71
387,Tual,12,ID,1505263818,98,-5.67,132.75,79.38,9.75
388,Ostersund,76,SE,1505262000,93,63.18,14.64,50.0,12.75
389,Warren,1,US,1505261700,56,42.48,-83.03,69.8,3.36
390,Renukut,12,IN,1505263818,93,24.2,83.03,74.43,2.59
391,Orocue,92,CO,1505263819,97,4.79,-71.34,73.17,4.38
392,Makakilo City,1,US,1505260680,62,21.35,-158.09,89.6,8.05
393,Maragogi,92,BR,1505263714,99,-9.01,-35.22,72.63,9.75
394,Bandarbeyla,12,SO,1505263822,91,9.49,50.81,78.03,26.08
395,Tokur,88,RU,1505263822,83,53.13,132.9,50.13,4.61
396,Guerrero Negro,24,MX,1505263822,62,27.98,-114.06,79.92,11.77
397,Am Timan,64,TD,1505263823,70,11.03,20.28,77.76,10.54
398,Danshui,56,CN,1505263823,100,22.8,114.47,76.5,4.83
399,Mogwase,0,ZA,1505263823,48,-25.19,27.27,52.02,2.48
400,Yashan,0,CN,1505263823,88,22.2,109.94,80.37,4.05
401,Dawson Creek,1,CA,1505262780,44,55.77,-120.24,57.2,10.29
402,Yumen,80,CN,1505263823,59,40.28,97.2,58.14,6.17
403,Xai-Xai,0,MZ,1505263824,98,-25.05,33.64,69.66,10.09
404,Jinhua,0,CN,1505263824,71,41.43,128.03,49.86,2.93
405,Helsinki,75,FI,1505262000,100,60.17,24.94,55.4,4.7
406,Pemangkat,92,ID,1505263824,100,1.17,108.97,73.62,2.71
407,Morwa,44,IN,1505263824,94,22.9,73.83,77.4,2.59
408,Butia,92,BR,1505263824,100,-30.12,-51.96,59.31,13.22
409,Evensk,8,RU,1505263824,100,61.95,159.23,45.9,6.4
410,Warrnambool,92,AU,1505263825,100,-38.38,142.48,51.03,20.6
411,Livingston,75,GB,1505262000,100,55.9,-3.52,48.2,2.24
412,Phangnga,75,TH,1505262600,83,8.45,98.53,78.8,11.41
413,Kilo,75,FI,1505262000,100,60.22,24.78,55.4,4.7
414,Hirara,75,JP,1505260800,100,24.8,125.28,82.4,36.91
415,Baheli,90,PH,1505260800,83,10.0,118.79,80.6,6.93
416,Clarence Town,0,AU,1505260800,27,-32.58,151.78,77.0,9.17
417,Iracoubo,8,GF,1505263826,77,5.48,-53.2,80.73,7.85
418,Yiwu,88,CN,1505263826,85,29.32,120.08,72.36,6.29
419,Aanekoski,90,FI,1505262000,100,62.6,25.73,46.4,1.12
420,Tucurui,20,BR,1505263826,84,-3.77,-49.67,79.56,2.15
421,Ferme-Neuve,0,CA,1505263827,76,46.7,-75.45,63.27,4.38
422,Svetlaya,92,RU,1505263827,100,46.54,138.33,56.43,14.67
423,Cabo San Lucas,20,MX,1505259840,74,22.89,-109.91,87.8,12.75
424,Caravelas,92,BR,1505263827,100,-17.71,-39.25,73.98,16.91
425,Lyantonde,12,UG,1505263827,93,-0.4,31.16,60.66,2.82
426,Neman,88,RU,1505263828,93,55.03,22.03,54.81,4.38
427,Kerava,75,FI,1505262000,100,60.38,25.12,55.4,4.7
428,Sabha,0,LY,1505263828,37,27.04,14.43,80.19,10.42
429,Solnechnyy,92,RU,1505263828,100,50.72,136.63,52.47,3.49
430,Mehamn,76,NO,1505263828,92,71.04,27.85,47.43,10.87
431,Barcelos,0,PT,1505262600,100,41.54,-8.62,59.0,3.36
432,Bella Union,92,UY,1505263829,95,-30.28,-57.6,57.15,10.2
433,Krasnyy Chikoy,0,RU,1505263829,77,50.36,108.75,43.38,2.15
434,Harnosand,0,SE,1505262000,100,62.63,17.94,50.0,3.36
435,Guanambi,56,BR,1505263829,76,-14.22,-42.78,67.86,12.33
436,Keetmanshoop,0,NA,1505260800,34,-26.58,18.13,66.2,2.93
437,Gibson,1,US,1505262900,100,33.23,-82.6,69.8,3.36
438,Zhangye,88,CN,1505263830,93,38.93,100.45,53.55,4.5
439,Karakenja,0,TJ,1505263830,90,39.24,71.52,25.2,1.48
440,Camana,80,PE,1505263830,100,-16.62,-72.71,57.33,8.41
441,Haimen,40,CN,1505260800,83,23.19,116.61,82.4,4.94
442,Veinticinco de Mayo,0,AR,1505263834,75,-35.43,-60.17,52.38,5.61
443,Beloha,0,MG,1505263834,83,-25.17,45.05,58.05,4.16
444,Saint-Junien,90,FR,1505262600,87,45.88,0.9,60.8,13.87
445,Vangaindrano,0,MG,1505263834,90,-23.35,47.6,56.88,4.16
446,Sao Domingos,0,BR,1505263834,26,-13.4,-46.32,71.73,11.77
447,Darnah,0,LY,1505263834,98,32.77,22.64,78.93,12.21
448,Homer,90,US,1505260380,66,59.64,-151.55,55.4,8.05
449,Green River,1,US,1505260440,13,41.53,-109.47,80.6,8.05
450,Buraydah,0,SA,1505260800,22,26.33,43.98,80.6,6.93
451,Guilin,12,CN,1505260800,83,25.28,110.29,77.0,2.24
452,Isla Mujeres,75,MX,1505260020,83,21.23,-86.73,82.4,3.36
453,Tarrant County,1,US,1505261700,39,32.77,-97.3,82.4,9.17
454,Kalmunai,56,LK,1505263835,100,7.42,81.82,74.88,10.76
455,Damara,20,CF,1505260800,94,4.96,18.7,71.6,2.37
456,Bengkulu,0,ID,1505263836,100,-3.8,102.27,77.94,4.27
457,San Policarpo,20,PH,1505263836,94,12.18,125.51,84.6,8.63
458,Bodden Town,20,KY,1505260800,79,19.28,-81.25,86.0,5.82
459,Vila Franca do Campo,20,PT,1505262600,73,37.72,-25.43,69.8,3.36
460,Yar-Sale,24,RU,1505263836,100,66.83,70.83,36.09,9.31
461,Leh,24,IN,1505263837,79,34.17,77.58,13.05,1.81
462,Emba,20,CY,1505262600,94,34.81,32.42,75.2,5.82
463,Zhuhai,20,CN,1505262600,74,22.28,113.57,86.0,9.17
464,Tengrela,76,CI,1505263837,99,10.49,-6.41,69.3,3.94
465,Mayo,1,US,1505261820,72,38.89,-76.51,73.4,2.71
466,Ukiah,1,US,1505260560,29,39.15,-123.21,91.4,9.17
467,Zhigansk,24,RU,1505263838,88,66.77,123.37,43.38,5.84
468,Khovu-Aksy,32,RU,1505263838,49,51.13,93.6,53.01,7.07
469,Hasaki,40,JP,1505262600,65,35.73,140.83,82.4,6.93
470,Christchurch,8,NZ,1505260800,71,-43.53,172.63,55.4,18.34
471,Phan Rang-Thap Cham,36,VN,1505263838,98,11.57,108.98,82.08,4.5
472,Arica,90,CL,1505260800,72,-18.48,-70.3,60.8,3.36
473,Krasnoarmeysk,0,RU,1505260800,82,51.02,45.7,60.8,6.71
474,Svetlyy,0,RU,1505260800,93,54.67,20.13,57.2,6.71
475,Beira,0,MZ,1505263856,85,-19.84,34.84,66.33,4.16
476,Bitung,40,ID,1505262600,88,1.45,125.18,77.0,2.24
477,Vila,75,PT,1505262600,88,42.03,-8.16,62.6,1.12
478,Anadyr,75,RU,1505260800,56,64.75,177.48,42.8,13.42
479,Padang,36,ID,1505263857,100,-0.95,100.35,81.81,1.36
480,Mecca,0,SA,1505260800,46,21.43,39.83,91.4,2.59
481,Buchanan,75,LR,1505262600,94,5.88,-10.05,75.2,5.17
482,Katherine,44,AU,1505260800,58,-14.47,132.27,84.2,6.93
483,Ahipara,8,NZ,1505263857,88,-35.17,173.17,58.77,12.44
484,Marawi,0,PH,1505263857,85,8.0,124.29,76.77,2.93
485,Bourail,32,NC,1505263858,53,-21.57,165.48,75.78,2.93
486,Marfino,0,RU,1505260800,82,55.7,37.38,59.0,6.71
487,Acapulco de Juarez,75,MX,1505259900,79,16.86,-99.89,84.2,9.17
488,Gizo,32,SB,1505263858,100,-8.1,156.84,82.98,14.23
489,Olmos,20,PE,1505263858,74,-5.98,-79.75,73.53,3.38
490,Alofi,75,NU,1505260800,69,-19.06,-169.92,82.4,10.29
491,Yenagoa,92,NG,1505263862,95,4.92,6.26,73.8,5.39
492,Aripuana,80,BR,1505263862,54,-9.17,-60.63,88.56,2.37
493,La Ronge,75,CA,1505260800,54,55.1,-105.28,57.2,10.29
494,Tecoanapa,92,MX,1505263862,100,16.52,-98.75,73.17,2.93
495,Purranque,75,CL,1505260800,81,-40.92,-73.17,46.4,4.61
496,Altagracia de Orituco,32,VE,1505263862,93,9.86,-66.38,76.5,2.15
497,San Rafael,0,AR,1505263863,51,-34.62,-68.33,47.88,4.83
498,Sitka,40,US,1505260560,76,57.05,-135.33,57.2,4.7
499,Skibbereen,75,IE,1505262600,87,51.55,-9.27,51.8,13.87
500,Warrington,75,GB,1505262000,82,53.39,-2.58,59.0,18.34
501,Canala,0,NC,1505260800,47,-21.53,165.95,75.2,10.29
502,Sar-e Pul,12,AF,1505263863,75,36.22,65.93,41.22,2.59
503,Sosnovo-Ozerskoye,0,RU,1505263863,86,52.52,111.54,43.02,6.29
504,Inhambane,0,MZ,1505263864,100,-23.86,35.38,68.49,7.96
505,Saint-Pierre,20,RE,1505260800,59,-21.34,55.48,66.2,5.82
506,Kamaishi,40,JP,1505260800,61,39.27,141.88,77.0,9.17
507,Westlock,40,CA,1505260800,58,54.15,-113.87,55.4,3.36
508,Thinadhoo,88,MV,1505263864,100,0.53,72.93,81.63,10.65
509,Hardrock,20,CA,1505260800,49,49.72,-86.88,69.8,11.41
510,Luderitz,0,NA,1505263865,81,-26.65,15.16,54.99,15.46
511,Senanga,0,ZM,1505263865,36,-16.12,23.27,65.07,10.2
512,Nelson,12,NZ,1505263631,54,-41.28,173.28,58.77,5.39
513,Sechura,12,PE,1505263865,79,-5.56,-80.82,67.77,16.69
514,Namatanai,80,PG,1505263865,100,-3.67,152.43,79.38,9.64
515,Kirakira,56,SB,1505263866,100,-10.45,161.92,81.81,21.16
516,Chagoda,32,RU,1505263866,95,59.16,35.33,62.37,7.29
517,Kavali,76,IN,1505263866,92,14.92,79.98,77.85,5.5
518,Ostrovnoy,92,RU,1505263866,99,68.05,39.51,38.7,10.65
519,Pangkalanbuun,76,ID,1505263866,90,-2.68,111.62,76.32,3.49
520,Hualmay,44,PE,1505263866,94,-11.1,-77.61,58.14,7.96
521,Brae,12,GB,1505262000,87,60.4,-1.35,50.0,5.82
522,Evreux,90,FR,1505262600,87,49.02,1.15,59.0,27.51
523,Oistins,40,BB,1505260800,88,13.07,-59.53,78.8,19.46
524,Al Manaqil,20,SD,1505263867,75,14.25,32.99,76.77,1.7
525,Paradip Garh,88,IN,1505263867,97,20.32,86.62,77.49,13.22
526,College,40,US,1505260680,55,64.86,-147.8,62.6,3.36
527,Asti,0,IT,1505262000,77,44.9,8.21,59.0,3.36
528,Curaca,68,BR,1505263867,58,-8.99,-39.91,75.96,13.56
529,Arenal,0,BR,1505260800,78,-7.57,-72.62,80.6,3.36
530,Kampong Tengah,75,MY,1505260800,100,1.23,111.47,73.4,1.12
531,Oranjemund,8,NA,1505263868,94,-28.55,16.43,56.34,12.77
